interview_key,country,ISO3,region,subregion,developing_developed,WB_income_group,GDP_per_capita_PPP,dimension,pillar,indicator,gmc_status,gmc_title,gmc_link,gmc_drive,gmc_type,gmc_approval,gmc_enforceability,gmc_reach,gmc_defence_and_security,gmc_defence_and_security_justif,gmc_body,gmc_body_name,gmc_plan,gmc_budget,gmc_monitoring,gmc_element1,gmc_element2,gmc_element3,gmc_consultation,gmc_consult_counts,gmc_consult1_name,gmc_consult1_link,gmc_consult1_drive,gmc_consult1_type,gmc_consult1_justif,gmc_consult2_name,gmc_consult2_link,gmc_consult2_drive,gmc_consult2_type,gmc_consult2_justif,gmc_consult3_name,gmc_consult3_link,gmc_consult3_drive,gmc_consult3_type,gmc_consult3_justif,gmc_particip_provis_counts,gmc_particip_provis1_type,gmc_particip_provis1_justif,gmc_particip_provis2_type,gmc_particip_provis2_justif,gmc_particip_provis3_type,gmc_particip_provis3_justif,gmc_particip_provis4_type,gmc_particip_provis4_justif,gmc_particip_mech_counts,gmc_particip_mech1_name,gmc_particip_mech1_link,gmc_particip_mech1_drive,gmc_particip_mech1_type,gmc_particip_mech1_justif,gmc_particip_mech2_name,gmc_particip_mech2_link,gmc_particip_mech2_drive,gmc_particip_mech2_type,gmc_particip_mech2_justif,gmc_particip_mech3_name,gmc_particip_mech3_link,gmc_particip_mech3_drive,gmc_particip_mech3_type,gmc_particip_mech3_justif,gmc_particip_mech4_name,gmc_particip_mech4_link,gmc_particip_mech4_drive,gmc_particip_mech4_type,gmc_particip_mech4_justif
45-31-26-71,South Sudan,SSD,Africa,East Africa,Developing,Low income,"1154,89",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,No framework,,,,No framework,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
96-91-73-31,Spain,ESP,Europe,Western Europe,Developed,High income,"57965,29",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,Adopted,2024 Artificial Intelligence Strategy (Spain),https://web.archive.org/web/20251230114940/https://digital.gob.es/content/dam/portal-mtdfp/DigitalizacionIA/1_DOSSIER_AI_ENGLISH_15_JULIO.pdf,https://drive.google.com/file/d/1_EXhhAFS1njbAPtJiCdgRkKbMksvZrfP/view?usp=sharing,Strategy,2024-05-14,Non-Binding,Both actors,No it isn’t,,Yes,Secretary of State for Digitalisation and Artificial Intelligence,Yes,Yes,Yes,Partially,No,No,No,0,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
08-26-16-78,Sri Lanka,LKA,Asia and Oceania,South West Asia,Developing,Lower middle income,"15632,59",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,Draft,Sri Lanka's National Strategy on AI (July 2024 - Draft Strategy for Public Consultation),https://web.archive.org/web/20251009104051/https://mot.gov.lk/assets/files/National_AI_strategy_for_Sri_Lanka-08a88c78d541a0746aeb8c71ed312231.pdf,https://drive.google.com/file/d/1w8NZFxWHvseOQaEF_PR0K-KjNAr8pkuJ/view?usp=drive_link,Draft framework,2024-09-02,Non-Binding,Both actors,No it isn’t,,n/a,n/a,n/a,n/a,n/a,No,No,No,Yes,2,Public Consultation on Sri Lanka’s Draft National AI Strategy,https://web.archive.org/web/20251020034605/https://mode.gov.lk/blog/ai-strategy-launch-program,This is a blog post on the Ministry of Digital Economy website; no document available.,Participation in multi-stakeholder working groups or advisory committees,On 9 January 2025 the MODE in collaboration with the United Nations Development Programme (UNDP) Sri Lanka Citra Social Innovation Lab and Sri Lanka–based ICT policy think tank LIRNEasia held the first public consultation meeting following the release of the draft AI Strategy. The meeting saw participation from the public sector private sector civil society academia and development partners. The core components of the strategy were discussed alongside the importance of introducing safeguards for AI adoption and addressing the ethical use of AI and its associated risks.,Supporting the development of the National Artificial Intelligence (AI) Strategy for Sri Lanka,https://web.archive.org/web/20250317103902/https://www.citralab.lk/work/supporting-the-development-of-the-national-artificial-intelligence-ai-strategy-for-sri-lanka,This is a blog post on the Citra Lab website; no document available.,Open public consultation (e.g. online comments public hearing),Citra Social Innovation Lab supported the Committee on Formulating a Strategy for Artificial Intelligence (CFSAI) by providing coordination expert input and drafting support for Sri Lanka’s National AI Strategy. Additionally UNDP Sri Lanka staff and representatives from the private sector academia and civil society were part of the committee as noted in the acknowledgments section of the draft strategy (pp. 62–63). Their involvement enabled non-government participation in the multi-stakeholder working process allowing CSO expertise to inform policy development.,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
88-30-85-01,State of Palestine,PSE,Middle East,,Developing,Lower middle income,"4371,11",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,Adopted,National Artificial Intelligence Policy (Palestine),https://web.archive.org/web/20251126064906/https://ai.mtde.gov.ps/ar/strategie/show/3,https://drive.google.com/file/d/1qpRUlWVnzxsv2nZgCLKcdtXkovN24WHh/view?usp=sharing,Policy,2023-06-19,Non-Binding,Both actors,No it isn’t,,Yes,National AI Team,Yes,No,Yes,Partially,No,No,No,0,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
90-17-33-76,Switzerland,CHE,Europe,Western Europe,Developed,High income,"96497,69",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,Adopted,Guidelines on Artificial Intelligence for the Confederation,https://www.sbfi.admin.ch/dam/en/sd-web/-uy97trD1VMc/Leitlinien%2520K%C3%BCnstliche%2520Intelligenz%2520-%2520DE%5B1%5D.pdf,https://drive.google.com/file/d/1TfS4GSaqV10B8v74XZPqg-OJpIhZWIR8/view?usp=drive_link,Strategy,2020-11-25,Non-Binding,Both actors,No it isn’t,,No,n/a,No,No,Yes,No,No,No,Yes,2,Digital Switzerland Strategy Action Plan,https://web.archive.org/save/https://digital.swiss/en/action-plan/,https://drive.google.com/file/d/14NLTtgSjmvXz7deQqZhaQ6npjs1npDuc/view?usp=drive_link,Participation in multi-stakeholder working groups or advisory committees,The aim is for the population as a whole to benefit from a digital transformation that is responsible and sustainable (ecologically economically and socially). This is being driven forward jointly by the authorities at all federal levels as well as by stakeholders from civil society business academia and politics. Gender equality is also taken into account. In Switzerland every law needs to undergo public consultation. The action plan provides an overview of the measures being taken to implement the strategy. Measures are specific time-limited projects or initiatives undertaken by Federal Administration or external stakeholders.,Digital Switzerland Strategy Action Plan,https://web.archive.org/save/https://digital.swiss/en/action-plan/,https://drive.google.com/file/d/14NLTtgSjmvXz7deQqZhaQ6npjs1npDuc/view?usp=drive_link,Open public consultation (e.g. online comments public hearing),The aim of the Digital Switzerland Strategy is for the population as a whole to benefit from a digital transformation that is responsible and sustainable (ecologically economically and socially). This is being driven forward jointly by the authorities at all federal levels as well as by stakeholders from civil society business academia and politics. Gender equality is also taken into account. (cited from website) The action plan provides an overview of the measures being taken to implement the strategy. Measures are specific time-limited projects or initiatives undertaken by Federal Administration or external stakeholders.,,,,,,1,Multi-stakeholder advisory council including CSOs,The aim of the Digital Switzerland Strategy is for the population as a whole to benefit from a digital transformation that is responsible and sustainable (ecologically economically and socially). This is being driven forward jointly by the authorities at all federal levels as well as by stakeholders from civil society business academia and politics. Gender equality is also taken into account. (cited from website),,,,,,,1,Digital Switzerland Advisory Board,https://www.bk.admin.ch/bk/en/home/digitale-transformation-ikt-lenkung/digitale-schweiz.html,https://drive.google.com/file/d/1N9aGNSrht-bCE950xK_w66geAvE8pint/view?usp=drive_link,Oversight advisory policy monitoring and evaluation bodies where CSOs have a seat,Meetings of the Digital Switzerland Advisory Committee bring together Federal Council members and representatives from business academia politics public authorities and civil society to address digital transformation issues. Held several times a year and chaired by a Federal Council member or the Federal Chancellor they complement the work of the Federal Council’s Digitalisation and ICT Committee and are organised by the Federal Chancellery’s DTI unit. A meeting with focus on AI is planned for 10 February 2026.,,,,,,,,,,,,,,,
12-66-21-53,Tajikistan,TJK,Asia and Oceania,NorthWest Asia,Developing,Lower middle income,"5405,98",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,Adopted,The Strategy on Development of Artificial Intelligence in the Republic of Tajikistan until 2040,http://www.portali-huquqi.tj/publicadliya/view_qonunhoview.php?showdetail=&asosi_id=26592,https://docs.google.com/document/d/1UUFhMgOFMjnwYnuRQNf1niOwmq3VJlaF/edit?rtpof=true,Strategy,2022-09-30,Non-Binding,Both actors,No it isn’t,,Yes,Council on Artificial intelligence,Yes,Yes,Yes,No,No,No,No,0,,,,,,,,,,,,,,,,1,Other,The strategy mentions civil society as a source of alternative statistics to be used to monitor and evaluate the results of measures taken within the implementation process. Section 5 provision 117,,,,,,,0,,,,,,,,,,,,,,,,,,,,
85-42-50-32,Thailand,THA,Asia and Oceania,South East Asia,Developing,Upper middle income,"24712,07",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,Adopted,National Artificial Intelligence Action Plan for the Development of Thailand (2022–2027),https://web.archive.org/web/20251008095852/https://ai.in.th/wp-content/uploads/2022/12/20220726-AI.pdf,https://drive.google.com/file/d/1gn4lttRdayrt4KZMXCkwGid0MZ6hw4lx/view?usp=drive_link,Strategy,2022-07-26,Non-Binding,Both actors,No it isn’t,,Yes,Minister of Education and Ministry of Higher Education Science Research and Innovation. (p.149),Yes,No,Yes,No,No,No,Yes,1,Drafting : National Artificial Intelligence Action Plan for the Development of Thailand for Six-Year Period (2022–2027) (or NAIS),https://web.archive.org/save/http://www.ai.in.th/about-ai-thailand/,https://drive.google.com/file/d/16EHbcceNyvW50htMuIdwHXmc4fmwvZKz/view?usp=drive_link,Participation in multi-stakeholder working groups or advisory committees,The Artificial Intelligence Association of Thailand (AIAT) was part of the drafting committee of the NAIS. All participating organisations are listed at the bottom and AIAT is one of them.,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
24-40-37-11,Togo,TGO,Africa,West Africa,Developing,Low income,"3365,46",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,No framework,,,,No framework,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
08-00-18-20,Trinidad and Tobago,TTO,Caribbean,,Developing,High income,"36328,51",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,No framework,,,,No framework,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,1,For Public Comment: Draft Voluntary National Standard related to Information Technology – Artificial Intelligence,https://web.archive.org/web/20251119165731/https://gottbs.com/2024/07/31/for-public-comment-draft-voluntary-national-standard-related-to-information-technology-artificial-intelligence/,,Oversight advisory policy monitoring and evaluation bodies where CSOs have a seat,TTBS operates a national standardization participation mechanism where all stakeholders—including CSOs—can: Access draft technical AI standardssubmit written feedback participate in national adoption of AI governance norms. This mechanism is directly AI-related making it one of the clearest CSO-inclusion channels in current AI governance.,,,,,,,,,,,,,,,
70-78-97-87,Tunisia,TUN,Africa,North Africa,Developing,Lower middle income,"14521,01",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,No framework,,,,No framework,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
07-08-57-81,Turkmenistan,TKM,Asia and Oceania,NorthWest Asia,Developing,Upper middle income,"21213,09",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,No framework,,,,No framework,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
51-29-35-48,Uganda,UGA,Africa,East Africa,Developing,Low income,"3273,27",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,No framework,,,,No framework,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
67-22-51-68,Ukraine,UKR,Europe,Eastern Europe,Developed,Upper middle income,"18550,46",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,Adopted,White Paper on Artificial Intelligence Regulation in Ukraine: Vision of the Ministry of Digital Transformation of Ukraine,https://storage.thedigital.gov.ua/files/c/fc/36c4cae89deedfbf3781ec6bceddffcc.pdf,https://drive.google.com/file/d/1WlssGUp67U3-IjBn2W721ZzAgQvi7rqO/view,White Paper,2024-06-26,Non-Binding,Both actors,Yes it is,(p.10) While implementing our approach during the full-scale invasion of the Russian Federation were main aware of the importance of developing innovative solutions to repel aggression and in noway intend to propose regulation of AI systems in the defence sector. This is due to both the national interests of the state and the real state of affairs in the security sector – unilateral regulation (restriction) of the use of AI in the defence sector at the level of national legislation will only put our country in a less favorable position compared to the aggressor which will not implement such regulation.,No,n/a,,,No,No,Yes,No,Yes,2,White Paper on Artificial Intelligence Regulation in Ukraine: Vision of the Ministry of Digital Transformation of Ukraine,https://storage.thedigital.gov.ua/files/c/fc/36c4cae89deedfbf3781ec6bceddffcc.pdf,https://drive.google.com/open?id=1WlssGUp67U3-IjBn2W721ZzAgQvi7rqO&authuser=0,Open public consultation (e.g. online comments public hearing),The White Paper open public consultations available for all stakeholders whereas relevant CSOs were directly contacted by the Ministry for Digital Transformation with an invitation to provide feedback and recommendations to the substance of the White Paper (p.30).,Expert Committee on Development of AI in Ukraine under the Ministry for Digital Transformation of Ukraine,https://ai.thedigital.gov.ua/en/committee,-,Participation in multi-stakeholder working groups or advisory committees,Civil society experts (including Tetiana Avdieieva (DSLU) and Olga Petriv (CEDEM)) participate in drafting legislative and soft law regulations as well as advise Ukrainian Ministry for Digital Transformation on the matters related to AI governance. Where needed experts provide opinions on compliance of the initiatives with international standards.,,,,,,0,,,,,,,,,1,Expert Committee on Development of AI in Ukraine under the Ministry for Digital Transformation of Ukraine,https://ai.thedigital.gov.ua/en/committee,-,Oversight advisory policy monitoring and evaluation bodies where CSOs have a seat,As a part of the Expert Committee on Development of AI civil society experts (including Tetiana Avdieieva (DSLU) and Olga Petriv (CEDEM)) participate in drafting legislative and soft law regulations as well as advise Ukrainian Ministry for Digital Transformation on the matters related to AI governance. Where needed experts provide opinions on compliance of the initiatives with international standards.,,,,,,,,,,,,,,,
64-43-26-44,United Arab Emirates,ARE,Middle East,,Developing,High income,"79228,74",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,Adopted,UAE National Strategy for Artificial Intelligence 2031,https://ai.gov.ae/wp-content/uploads/2021/07/UAE-National-Strategy-for-Artificial-Intelligence-2031.pdf,https://drive.google.com/file/d/180QB7NELPEcV7C2_-1s2XVUaSxVfxCif/view?usp=drive_link,Strategy,2017-10-01,Non-Binding,Both actors,No it isn’t,,Yes,UAE Artificial Intelligence and Blockchain Council,Yes,Yes,Yes,No,No,No,No,0,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
69-49-93-66,United Kingdom of Great Britain and Northern Ireland,GBR,Europe,North Europe,Developed,High income,"62009,49",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,Adopted,A pro-innovation approach to AI regulation: government response (United Kingdom),https://web.archive.org/web/20260131163706/https://www.gov.uk/government/consultations/ai-regulation-a-pro-innovation-approach-policy-proposals/outcome/a-pro-innovation-approach-to-ai-regulation-government-response,https://drive.google.com/file/d/1rjJfF-0lfTvXYa61YLNij2eWl0JyWgae/view?usp=sharing,Policy,2024-02-06,Non-Binding,Both actors,Yes it is,Paragraph 78 states: 'Our intention is for our regulatory framework to apply to the whole of the UK subject to existing exemptions and derogations for unique operating requirements such as defence and national security.' This confirms that military and national security applications of AI fall outside the regulatory framework's scope maintaining existing exemptions for these sensitive domains.,Yes,central function for AI regulation,Yes,Yes,Yes,Partially,Partially,No,Yes,1,AI regulation: a pro-innovation approach - Government response to consultation,https://web.archive.org/web/20250827204325/https://assets.publishing.service.gov.uk/media/65c1e41663a23d000dc8224f/a-pro-innovation-approach-to-ai-regulation-amended-governement-response-print-ready.pdf,https://drive.google.com/file/d/1d9PtEBT1g9LM90m7vwO45JE84bG6S8Y7/view?usp=sharing,Open public consultation (e.g. online comments public hearing),The Department for Science Innovation and Technology (DSIT) conducted a 12-week public consultation on its AI regulation white paper. Section 6 (p.42) confirms 409 written responses from organizations and individuals plus 364 individuals engaged through roundtables and workshops. The Ministerial foreword by Secretary of State Michelle Donelan notes that 'leading voices in academia and civil society' supported the approach (p.4). DSIT commits to working 'closely with civil society industry and international partners' on future policy development (p.7) including targeted consultations on the cross-economy AI risk register and monitoring framework (p.8).,,,,,,,,,,,1,Other,The “central function for AI regulation” is described in Section 3.1 as a mechanism to support implementation and build “feedback loops with… civil society.” It will coordinate regulators assess risks and engage stakeholders across sectors. This constitutes a formal structure for inclusive ongoing participation.,,,,,,,1,Government Digital Service Responsible AI Advisory Panel,https://archive.ph/LCnHh,,Oversight advisory policy monitoring and evaluation bodies where CSOs have a seat,The GDS Responsible AI Advisory Panel is an external body set up by the Government Digital Service to “bring together views from across the public sector industry academia and civil society on the responsible use of AI.” Civil-society experts sit as panel members and give strategic advice plus “constructive challenge and scrutiny” of government AI products and approaches providing an ongoing channel for CSO oversight of public-sector AI use.,,,,,,,,,,,,,,,
75-07-54-02,United Republic of Tanzania,TZA,Africa,East Africa,Developing,Lower middle income,"4220,80",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,Draft,Guidelines for the Secure and Ethical Use of Artificial Intelligence in Tanzania (Draft Version 2.0),https://web.archive.org/web/20251008122523/https://www.mawasiliano.go.tz/uploads/documents/sw-1749982790-Guidelines%20for%20AI%20ethical%20USE%20Guideline%20MICIT%202025ver.pdf,https://drive.google.com/file/d/1gPclktwV8E6cDljvzDZiLROdN0zYmgzy/view?usp=drive_link,Draft framework,2024-06-01,Non-Binding,Both actors,No it isn’t,,n/a,n/a,n/a,n/a,n/a,No,No,No,No,0,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
86-02-65-27,United States of America,USA,Northern America,,Developed,High income,"85809,90",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,Adopted,America´s AI Action Plan,https://archive.org/details/30-americas-ai-action-plan,https://drive.google.com/file/d/1rhT-BeJresiMjmu519NLw6se8wBD-Ifp/view?usp=sharing,Policy,2025-07-23,Non-Binding,Both actors,No it isn’t,,Yes,Chief Artificial Intelligence Officer Council (CAIOC),Yes,No,Yes,No,No,No,Yes,1,Federal Registration. Request for information on the development of an Artificial Intelligence Action Plan,https://archive.org/details/49-federal-register-cso-ai-plan-trump,https://drive.google.com/file/d/1o77LKHupdv5Q_RLHBNGsJYd33r6pCz3D/view,Open public consultation (e.g. online comments public hearing),SUMMARY: On behalf of the Office ofScience and Technology Policy (OSTP)the NITRD NCO requests input from allinterested parties on the Development ofan Artificial Intelligence (AI) ActionPlan (‘‘Plan’’) (p. 1). The RFI enabled CSO participation by opening an inclusive public consultation: it “seek[s] input from the public… and any other interested parties” (SUMMARY p.1). It provides clear submission channels (email/mail) and rules (=15 pages; one submission) (ADDRESSES/Instructions p.1). It also commits that “Comments received will be taken into consideration” (Supplementary Information p.2) and notes responses may be posted online/FOIA-releasable (p.2).,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
02-63-29-65,Uruguay,URY,South and Central America,South America,Developing,High income,"36417,87",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,Adopted,National Artificial Intelligence Strategy of Uruguay 2024-2030,https://web.archive.org/web/20251014141555/https://www.gub.uy/agencia-gobierno-electronico-sociedad-informacion-conocimiento/comunicacion/publicaciones/estrategia-nacional-inteligencia-artificial-del-uruguay-2024-2030,https://drive.google.com/file/d/1FdQVhkLVghC7StKMuTX1fcZyb_cLL8w6/view?usp=share_link,Strategy,2024-11-21,Non-Binding,Both actors,No it isn’t,,No,n/a,Yes,No,Yes,No,No,No,Yes,2,Public Consultation on the National Artificial Intelligence Strategy,https://web.archive.org/web/20251121141555/https://plataformaparticipacionciudadana.gub.uy/processes/consulta-publica-estrategia-ia,https://drive.google.com/file/d/1M8jtMd-DjX3-N0kWPix8Al_D8Y8c-CG5/view?usp=sharing,Open public consultation (e.g. online comments public hearing),According to the Strategy: 'Stage 4 - Public Consultation. The document was published for public consultation from September 16 to October 21 2024 through the Digital Citizen Participation Platform allowing all interested parties to contribute.We received 28 proposals from 4 national and international civil society organizations 6 private sector organizations 1 multilateral organization and 6 individuals. These proposals resulted in 78 contributions 63% of which were incorporated in full or in part into the document while others will be included in the Roadmap that will be developed.' (p.54),Dialogue table “Artificial Intelligence: opportunities and challenges of a national strategy”,https://web.archive.org/web/20251121142423/https://www.gub.uy/agencia-gobierno-electronico-sociedad-informacion-conocimiento/comunicacion/noticias/informes-mesas-dialogo-sobre-estrategias-inteligencia-artificial-datos,https://drive.google.com/file/d/1Qk5ZuAiAPzFQYI-Phs22yX5pOasRunIF/view?usp=sharing,Participation in multi-stakeholder working groups or advisory committees,According to the Strategy: 'Stage 2 - Proposals. Seven dialogue and working groups were held to gather proposals related to the potential objectives and actions to be integrated into the new strategy along with discussion groups with children and adolescents.The dialogue groups included the participation of more than 300 representatives from over 40 government institutions 11 civil society organizations 45 private sector organizations academia and various stakeholder groups who contributed diverse perspectives. All reports detailing each contribution are available on the Agesic website. (p. 53).,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
26-19-44-55,Uzbekistan,UZB,Asia and Oceania,NorthWest Asia,Developing,Lower middle income,"11878,55",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,Adopted,Resolution of the President of the Republic of Uzbekistan on the Approval of the Strategy for the Development of Artificial Intelligence Technologies until 2030,https://web.archive.org/web/20251115150758/https://lex.uz/ru/docs/7158606,https://docs.google.com/document/d/1iOuZ-pnrSXxPWwNSn7fCNjg2ADGXLLgP/edit,Strategy,2024-10-14,Non-Binding,Both actors,No it isn’t,,Yes,Coordination Commission for the Implementation of the “Digital Uzbekistan – 2030” Strategy,Yes,Yes,Yes,No,No,No,No,0,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
16-67-57-07,Viet Nam,VNM,Asia and Oceania,South East Asia,Developing,Lower middle income,"16385,51",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,Adopted,Draft Law on Artificial Intelligence (Vietnam),https://vanban.chinhphu.vn/default.aspx?pageid=27160&docid=202565,https://docs.google.com/document/d/1G-xG8x4w0t8PjfWmT1bBsaUcd8wbprq0S6MG5rvw_34/edit?tab=t.0,Strategy,2021-01-26,Non-Binding,Both actors,No it isn’t,,Yes,Ministry of Science and Technology,Yes,No,Yes,No,No,No,No,0,,,,,,,,,,,,,,,,0,,,,,,,,,1,D? th?o Online - Noi nhân dân tham gia vào ho?t d?ng l?p pháp c?a qu?c h?i (Online Draft Legislations - Where people participate in the legislative activities of the National Assembly),https://duthaoonline.quochoi.vn/dt/luat-tri-tue-nhan-tao/251009091536864496,,Other,The platform publishes public consultations. Anyone and any organization (including CSOs) can submit their comments online and have their comments published on the platform. This platform enables: 1) right of access to information on the Draft law (and other AI policies); 2) right to speak up and share comments on the Draft Law. Even though the platform has not yet published the responses and inclusion of CSO' feedback I know that there is a response mechanism in which the National Assembly and relevant agencies must consider and reply to all comments provided (as I have received many Draft law full packages). The platform has been active since 21st January 2007 and will continue to be active for following AI related laws.,,,,,,,,,,,,,,,
22-88-33-72,Zambia,ZMB,Africa,East Africa,Developing,Lower middle income,"4214,89",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,Adopted,National Artificial Intelligence Strategy 2024 - 2026 (Zambia),https://web.archive.org/web/20251006191040/https://www.mots.gov.zm/wp-content/uploads/2025/02/Zambia-Ai-Strategy-Book-option-2.pdf,https://drive.google.com/file/d/1ocQpyDuhIP6vff56MuW944YuShs896Op/view?usp=drive_link,Strategy,2024-11-22,Non-Binding,Both actors,No it isn’t,,Yes,National AI Council,Yes,No,Yes,Yes,Partially,No,Yes,1,Stakeholder Consultation,https://web.archive.org/web/20251006191040/https://www.mots.gov.zm/wp-content/uploads/2025/02/Zambia-Ai-Strategy-Book-option-2.pdf,https://drive.google.com/file/d/1ocQpyDuhIP6vff56MuW944YuShs896Op/view?usp=drive_link,Participation in multi-stakeholder working groups or advisory committees,The strategy’s Stakeholder Analysis (Page 17 3.2 Assessment and Goal Setting) identifies civil society as a key stakeholder and describes a co-creation process with government academia private sector and civil society to design an inclusive AI strategy. It mentions “broad consultations with representatives from civil society” and “iterative input” from stakeholders. However specific CSOs consulted are not listed and no formal submissions or feedback summaries are provided. This Evidence supports partial involvement.,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
67-88-86-08,Zimbabwe,ZWE,Africa,East Africa,Developing,Lower middle income,"5928,08",AI Use in Public Service,CSO Engagement,Government Mechanisms for CSO Inclusion in AI Policy and Governance,No framework,,,,No framework,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
